ID,LICENSE ID,ACCOUNT NUMBER,SITE NUMBER,LEGAL NAME,DOING BUSINESS AS NAME,ADDRESS,CITY,STATE,ZIP CODE,WARD,PRECINCT,WARD PRECINCT,POLICE DISTRICT,LICENSE CODE,LICENSE DESCRIPTION,BUSINESS ACTIVITY ID,BUSINESS ACTIVITY,LICENSE NUMBER,APPLICATION TYPE,APPLICATION CREATED DATE,APPLICATION REQUIREMENTS COMPLETE,PAYMENT DATE,CONDITIONAL APPROVAL,LICENSE TERM START DATE,LICENSE TERM EXPIRATION DATE,LICENSE APPROVED FOR ISSUANCE,DATE ISSUED,LICENSE STATUS,LICENSE STATUS CHANGE DATE,SSA,LATITUDE,LONGITUDE,LOCATION
2872379-20230716,2909309,367180,2,IRON HORSE TAVERN LLC,ZIA'S SOCIAL,6158 N NORTHWEST HWY 1ST AND MEZZ,CHICAGO,IL,60631,41,22,41-22,16,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2872379,RENEW,,05/15/2023,03/25/2024,N,07/16/2023,07/15/2025,03/25/2024,03/25/2024,AAI,,,41.993534219,-87.801261021,POINT (-87.80126102080993 41.99353421851406)
2906103-20230714,2906103,415581,1,EL PUERTO RESTAURANT CORP.,EL PUERTO RESTAURANT,3016 - 3018 W 47TH ST 1ST,CHICAGO,IL,60632,12,30,12-30,9,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2906103,ISSUE,04/21/2023,05/01/2023,04/27/2023,N,07/14/2023,07/15/2025,07/14/2023,07/14/2023,AAI,,,41.808297885,-87.699832431,POINT (-87.69983243115266 41.80829788515971)
2900375-20230706,2900375,484173,1,"Kyoudai, LLC",Ikigai Sushi & Izakaya,372 W CHICAGO AVE 1,CHICAGO,IL,60654,42,,42-,,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2900375,ISSUE,03/15/2023,03/16/2023,03/16/2023,N,07/06/2023,07/15/2025,07/06/2023,07/06/2023,AAI,,,41.896643108,-87.638552774,POINT (-87.63855277444827 41.8966431078462)
2906869-20230630,2906869,15790,3,THE LUCKY STRIKE CORPORATION,BURNT CITY / DISTRICT BREW YARDS,417-427 N ASHLAND AVE 1,CHICAGO,IL,60622,27,33,27-33,12,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2906869,ISSUE,05/08/2023,05/09/2023,05/09/2023,N,06/30/2023,07/15/2025,06/30/2023,06/30/2023,AAI,,,41.889371627,-87.666949211,POINT (-87.66694921068412 41.88937162689256)
2882789-20230627,2882789,492635,1,Ogden Avenue Hospitality LLC,Kashmir,1436 W RANDOLPH ST 1,CHICAGO,IL,60607,27,33,27-33,12,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2882789,ISSUE,12/14/2022,12/14/2022,12/15/2022,Y,06/27/2023,07/15/2025,06/27/2023,06/27/2023,AAI,,,41.884385126,-87.663479941,POINT (-87.66347994097463 41.88438512621228)
2882790-20230627,2882790,492635,1,Ogden Avenue Hospitality LLC,Kashmir,1436 W RANDOLPH ST 1,CHICAGO,IL,60607,27,33,27-33,12,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2882790,ISSUE,12/14/2022,12/15/2022,12/15/2022,Y,06/27/2023,07/15/2025,06/27/2023,06/27/2023,AAI,,,41.884385126,-87.663479941,POINT (-87.66347994097463 41.88438512621228)
2890983-20230622,2890983,493779,1,CJD 2L CHI LLC,Sofive,2343 S THROOP ST 2ND,CHICAGO,IL,60608,25,28,25-28,12,1050,Public Place of Amusement,746 | 767,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee | Retail Sales of General Merchandise and Non-Perishable Food",2890983,ISSUE,01/31/2023,01/31/2023,02/01/2023,N,06/22/2023,07/15/2025,06/22/2023,06/22/2023,AAI,,,41.849377228,-87.658477318,POINT (-87.65847731791494 41.849377228107315)
2162356-20230616,2903937,373305,1,THREE DOTS AND A DASH LLC,THREE DOTS AND A DASH,435 N CLARK ST LL,CHICAGO,IL,60654,42,55,42-55,18,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2162356,RENEW,,04/15/2023,09/15/2023,N,06/16/2023,06/15/2025,05/22/2023,05/22/2023,AAI,,,41.890207793,-87.630940842,POINT (-87.63094084169998 41.89020779260571)
43111-20230616,2902167,16263,1,"CHICAGO SPORTS BAR & GRILL, INC.","CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,CHICAGO,IL,60632,14,5,14-5,8,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,43111,RENEW,,04/15/2023,04/17/2023,N,06/16/2023,06/15/2025,05/02/2023,05/03/2023,AAI,,,41.807649252,-87.732429061,POINT (-87.73242906054888 41.807649252190316)
25598-20230616,2902462,30332,1,"CITY REFLECTIONS, INC.",REFLECTIONS,4459 S KEDZIE AVE 1,CHICAGO,IL,60632,12,31,12-31,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25598,RENEW,,04/15/2023,06/13/2023,N,06/16/2023,06/15/2025,06/13/2023,06/13/2023,AAI,,39,41.811853275,-87.703975055,POINT (-87.70397505463012 41.81185327457733)
2601923-20230616,2904964,428260,1,SKYLINE VIEW CHICAGO LLC,THE PENTHOUSE HYDE PARK,5107 S BLACKSTONE AVE 13,CHICAGO,IL,60615,4,27,4-27,2,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2601923,RENEW,,04/15/2023,04/17/2023,N,06/16/2023,06/15/2025,06/12/2023,06/13/2023,AAI,,,41.802181145,-87.590356319,POINT (-87.59035631878895 41.80218114518527)
2522274-20230616,2904744,413350,1,ONEAL BARSIN INC.,JULIANA'S RESTAURANT,3001-3007 W PETERSON AVE,CHICAGO,IL,60659,50,29,50-29,20,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2522274,RENEW,,04/15/2023,06/23/2023,N,06/16/2023,06/15/2025,06/23/2023,06/23/2023,AAI,,,41.990304614,-87.704312836,POINT (-87.70431283600489 41.99030461398915)
2646811-20230616,2905008,456168,1,"CITY HALL, LLC",City Hall/Recess,838 W KINZIE ST 1,CHICAGO,IL,60642,27,45,27-45,12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2646811,RENEW,,04/15/2023,04/24/2023,N,06/16/2023,06/15/2025,06/06/2023,06/06/2023,AAI,,,41.889135109,-87.649051663,POINT (-87.64905166297672 41.88913510926819)
12083-20230616,2902434,26932,1,KRYSTAN INCORPORATED,REGAL BEAGLE LAGARTIJAS BAR,3236 W 55TH ST 1,CHICAGO,IL,60632,14,15,14-15,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,12083,RENEW,,04/15/2023,06/14/2023,N,06/16/2023,06/15/2025,06/14/2023,06/14/2023,AAI,,,41.793600875,-87.705002907,POINT (-87.70500290691447 41.793600875275615)
2384913-20230616,2904425,396441,1,"JOIE DE VIVRE HOSPITALITY, LLC",CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 1-19,CHICAGO,IL,60603,34,9,34-9,1,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2384913,RENEW,,04/15/2023,04/28/2023,N,06/16/2023,06/15/2025,05/30/2023,05/31/2023,AAI,,,41.8818033,-87.624504274,POINT (-87.62450427385279 41.881803300378394)
2384911-20230616,2904427,396441,1,"JOIE DE VIVRE HOSPITALITY, LLC",CHICAGO ATHLETIC ASSOCIATION,12 S MICHIGAN AVE 1-19,CHICAGO,IL,60603,34,9,34-9,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2384911,RENEW,,04/15/2023,04/28/2023,N,06/16/2023,06/15/2025,04/28/2023,05/01/2023,AAI,,,41.8818033,-87.624504274,POINT (-87.62450427385279 41.881803300378394)
2646831-20230616,2905012,456179,1,VENUE SIX10 SERVICES LLC,VENUE SIX10 SERVICES,610-616 S MICHIGAN AVE 1-10,CHICAGO,IL,60605,4,33,4-33,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2646831,RENEW,,04/15/2023,05/30/2023,N,06/16/2023,06/15/2025,05/30/2023,05/30/2023,AAI,,,41.874173848,-87.624373574,POINT (-87.62437357417441 41.8741738481537)
18385-20230616,2902447,28568,1,MARZEPOL INC,MARIO & SANDRA'S BAR & GRILL,3620 S CALIFORNIA AVE 1ST,CHICAGO,IL,60632,12,2,12-2,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,18385,RENEW,,04/15/2023,05/30/2023,N,06/16/2023,06/15/2025,05/30/2023,05/31/2023,AAI,,,41.827523002,-87.694890754,POINT (-87.69489075377746 41.827523001547085)
2653275-20230616,2905064,457167,1,233 E ONTARIO HOTEL PROPCO LLC,IVY HOTEL,233 E ONTARIO ST 1-16,CHICAGO,IL,60611,2,35,2-35,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2653275,RENEW,,04/15/2023,06/02/2023,N,06/16/2023,06/15/2025,06/02/2023,06/05/2023,AAI,,,41.893265149,-87.62181212,POINT (-87.62181212015325 41.8932651489868)
2780655-20230616,2905435,473895,1,4058 Milwaukee Restaurant LLC,Gracie O'Malley's,4056-4060 N MILWAUKEE AVE 1,CHICAGO,IL,60641,45,11,45-11,16,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2780655,RENEW,,04/15/2023,06/02/2023,N,06/16/2023,06/15/2025,06/02/2023,06/05/2023,AAI,,28,41.954392875,-87.749167978,POINT (-87.74916797752299 41.95439287529983)
41237-20230616,2902160,16071,1,"GENE & SOPHIE'S LOUNGE, INC.",CABOO,4807-4809 S PULASKI RD 1ST,CHICAGO,IL,60632,14,27,14-27,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,41237,RENEW,,04/15/2023,09/20/2023,N,06/16/2023,06/15/2025,09/20/2023,09/21/2023,AAI,,39,41.805779774,-87.723374962,POINT (-87.72337496234026 41.80577977439837)
44730-20230616,2902627,55752,1,"JOHN & ZOFIA'S LIQ & DELI, INC",JOHN & ZOFIA'S LIQUOR DELI,5076 S ARCHER AVE 1ST,CHICAGO,IL,60632,14,25,14-25,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,44730,RENEW,,04/15/2023,05/23/2023,N,06/16/2023,06/15/2025,05/23/2023,05/24/2023,AAI,,,41.801130563,-87.727810204,POINT (-87.7278102041302 41.80113056261581)
2749293-20230616,2902520,33518,1,4758 SO. PULASKI INC.,WATRA,4758 S PULASKI RD,CHICAGO,IL,60632,14,28,14-28,8,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2749293,RENEW,,04/15/2023,06/12/2023,N,06/16/2023,06/15/2025,06/20/2023,06/21/2023,AAI,,39,41.806128225,-87.723679092,POINT (-87.72367909230833 41.80612822458801)
2653259-20230616,2904969,431262,1,BLACK EAGLE ENTERTAINMENT INC,BLACK EAGLE CLUB,1938 W IRVING PARK RD 1,CHICAGO,IL,60613,47,12,47-12,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2653259,RENEW,,04/15/2023,06/14/2023,N,06/16/2023,06/15/2025,06/14/2023,06/14/2023,AAI,,38,41.954277961,-87.677882733,POINT (-87.67788273287823 41.95427796120616)
25599-20230616,2902463,30332,1,"CITY REFLECTIONS, INC.",REFLECTIONS,4459 S KEDZIE AVE 1,CHICAGO,IL,60632,12,31,12-31,9,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,25599,RENEW,,04/15/2023,06/13/2023,N,06/16/2023,06/15/2025,06/13/2023,06/13/2023,AAI,,39,41.811853275,-87.703975055,POINT (-87.70397505463012 41.81185327457733)
2042355-20230616,2902126,11401,1,POLISH HIGHLANDERS ALLIANCE IN AMERICA,POLISH HIGHLANDERS ALLIANCE,4800-4808 S ARCHER AVE,CHICAGO,IL,60632,14,13,14-13,8,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2042355,RENEW,,04/15/2023,04/19/2023,N,06/16/2023,06/15/2025,05/22/2023,05/23/2023,AAI,,39,41.806294212,-87.717192119,POINT (-87.71719211924801 41.806294211793634)
39539-20230616,2902527,33971,1,THE WALKOSZ INN CORP.,THE WALKOSZ INN,4427 S KEDZIE AVE 1ST,CHICAGO,IL,60632,12,23,12-23,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,39539,RENEW,,04/15/2023,06/12/2023,N,06/16/2023,06/15/2025,06/12/2023,06/13/2023,AAI,,39,41.812756463,-87.704010713,POINT (-87.70401071250315 41.812756462646554)
50419-20230616,2902226,17307,1,"POLONIA BANQUETS, INC",PALACE HALL CHICAGO / LA PULQUERIA / WINGS FIREHOUSE,4604 S ARCHER AVE 1ST,CHICAGO,IL,60632,12,10,12-10,8,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,50419,RENEW,,04/15/2023,05/16/2023,N,06/16/2023,06/15/2025,05/16/2023,05/17/2023,AAI,,39,41.809832415,-87.711412439,POINT (-87.71141243854736 41.80983241507112)
1197156-20230616,2902988,222317,1,"NATIONAL 67, INC.",JUST 1 MORE TIME,5332 S KEDZIE AVE 1,CHICAGO,IL,60632,14,34,14-34,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1197156,RENEW,,04/15/2023,04/19/2023,N,06/16/2023,06/15/2025,04/19/2023,05/02/2023,AAI,,,41.796146266,-87.703778008,POINT (-87.70377800832108 41.796146266086524)
2718094-20230616,2905332,466978,1,WRIGLEYVILLE NORTH VENTURE LLC,WRIGLEYVILLE NORTH,3900 N SHERIDAN RD 1,CHICAGO,IL,60613,46,5,46-5,19,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2718094,RENEW,,04/15/2023,04/04/2024,N,06/16/2023,06/15/2025,04/04/2024,04/05/2024,AAI,,17,41.952713664,-87.654638906,POINT (-87.65463890620971 41.95271366381651)
2850492-20230616,2850492,486046,1,435 NORTH MICHIGAN AVENUE LLC,Museum of Ice Cream,435 N MICHIGAN AVE 1 STE G,CHICAGO,IL,60611,42,25,42-25,18,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2850492,ISSUE,05/24/2022,06/22/2022,05/24/2022,N,06/16/2023,07/15/2025,06/16/2023,06/16/2023,AAI,,,41.89042416,-87.623965478,POINT (-87.623965477756 41.89042415977223)
2405716-20230616,2902430,26483,2,"FRANKIE'S PLACE, INC.",FRANKIE'S PLACE,2607 W 47TH ST,CHICAGO,IL,60632,15,17,15-17,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2405716,RENEW,,04/15/2023,06/05/2023,N,06/16/2023,06/15/2025,06/05/2023,06/06/2023,AAI,,,41.808244561,-87.689635534,POINT (-87.68963553388181 41.808244561336195)
37835-20230616,2902521,33518,1,4758 SO. PULASKI INC.,WATRA,4758 S PULASKI RD,CHICAGO,IL,60632,14,28,14-28,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,37835,RENEW,,04/15/2023,06/12/2023,N,06/16/2023,06/15/2025,06/12/2023,06/13/2023,AAI,,39,41.806128225,-87.723679092,POINT (-87.72367909230833 41.80612822458801)
2079280-20230616,2903812,359506,1,COLONEL (IL) JAMES N. PRITZKER LIBRARY OF THE CITIZEN SOLDIER,PRITZKER MILITARY MUSEUM & LIBRARY,"104 S MICHIGAN AVE 2,3,4",CHICAGO,IL,60603,34,33,34-33,1,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2079280,RENEW,,04/15/2023,04/17/2023,N,06/16/2023,06/15/2025,06/01/2023,06/02/2023,AAI,,,41.88067914,-87.62449086,POINT (-87.62449086000186 41.880679139638694)
13419-20230616,2902435,27281,1,"VAN - NEK, INC.",EL POTRILLO,5129 S ARCHER AVE 1ST,CHICAGO,IL,60632,23,10,23-10,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,13419,RENEW,,04/15/2023,05/30/2023,N,06/16/2023,06/15/2025,05/30/2023,05/30/2023,AAI,,,41.80045419,-87.730755126,POINT (-87.73075512577411 41.800454189825295)
2506124-20230616,2904694,404402,1,Integrated 32 West Randolph LLC,CAMBRIA HOTEL & SUITES,32 W RANDOLPH ST,CHICAGO,IL,60601,42,9,42-9,1,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2506124,RENEW,,04/15/2023,05/24/2023,N,06/16/2023,06/15/2025,05/30/2023,05/31/2023,AAI,,1,41.884592863,-87.629089521,POINT (-87.62908952144605 41.88459286291501)
2162355-20230616,2903936,373305,1,THREE DOTS AND A DASH LLC,THREE DOTS AND A DASH,435 N CLARK ST LL,CHICAGO,IL,60654,42,55,42-55,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2162355,RENEW,,04/15/2023,09/15/2023,N,06/16/2023,06/15/2025,05/22/2023,05/22/2023,AAI,,,41.890207793,-87.630940842,POINT (-87.63094084169998 41.89020779260571)
2658078-20230616,2905006,456168,1,"CITY HALL, LLC",City Hall/Recess,838 W KINZIE ST 1,CHICAGO,IL,60642,27,45,27-45,12,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2658078,RENEW,,04/15/2023,04/24/2023,N,06/16/2023,06/15/2025,04/24/2023,04/25/2023,AAI,,,41.889135109,-87.649051663,POINT (-87.64905166297672 41.88913510926819)
2770936-20230616,2905376,472869,1,"PARSON'S ANDERSONVILLE, LLC",Parson's Chicken & Fish,5721-5723 N CLARK ST,CHICAGO,IL,60660,48,37,48-37,20,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2770936,RENEW,,04/15/2023,05/15/2023,N,06/16/2023,06/15/2025,05/15/2023,05/15/2023,AAI,,22,41.986086205,-87.669225954,POINT (-87.66922595429558 41.986086204805964)
49931-20230616,2902545,37401,1,FERRANDO CORPORATION,BILLARES RICARDO & RESTAURANT,4209 S KEDZIE AVE 1,CHICAGO,IL,60632,12,10,12-10,9,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,49931,RENEW,,04/15/2023,05/02/2023,N,06/16/2023,06/15/2025,05/10/2023,05/11/2023,AAI,,,41.816886971,-87.704173517,POINT (-87.70417351739823 41.81688697087349)
2616945-20230616,2904968,429864,1,"RANDOLPH ENTERTAINMENT, LLC",Teatro ZinZanni,32 W RANDOLPH ST 13-14,CHICAGO,IL,60601,42,10,42-10,1,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2616945,RENEW,,04/15/2023,04/17/2023,N,06/16/2023,06/15/2025,05/31/2023,06/01/2023,AAI,,1,41.884592863,-87.629089521,POINT (-87.62908952144605 41.88459286291501)
68172-20230616,2902349,20937,1,"KAZIMIERZANKA, INC.",KAZIMIERZANKA,4785 S ARCHER AVE,CHICAGO,IL,60632,14,13,14-13,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,68172,RENEW,,04/15/2023,06/02/2023,N,06/16/2023,06/15/2025,06/02/2023,06/05/2023,AAI,,39,41.806547401,-87.71630467,POINT (-87.71630466982813 41.80654740106753)
2665359-20230616,2913083,398867,2,GRIZZLY ORIGINS LLC,BEARD & BELLY / HONEYPIE,6155-6157 N BROADWAY  BSMT-1,CHICAGO,IL,60660,48,32,48-32,24,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2665359,RENEW,,06/14/2023,01/08/2025,N,06/16/2023,06/15/2025,01/08/2025,01/09/2025,AAI,,26,41.993913138,-87.660240505,POINT (-87.66024050540211 41.99391313842869)
2373673-20230616,2904408,395381,1,CHERRY CIRCLE ROOM LLC,THE CHERRY CIRCLE ROOM,12 S MICHIGAN AVE 2,CHICAGO,IL,60603,34,9,34-9,1,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2373673,RENEW,,04/15/2023,05/09/2023,N,06/16/2023,06/15/2025,05/30/2023,05/31/2023,AAI,,,41.8818033,-87.624504274,POINT (-87.62450427385279 41.881803300378394)
2563462-20230616,2902234,18430,3,"CARNITAS DON RAFA, INC.","CARNITAS DON RAFA, INC.",4597 S ARCHER AVE 1,CHICAGO,IL,60632,12,10,12-10,8,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2563462,RENEW,,04/15/2023,06/02/2023,N,06/16/2023,06/15/2025,06/02/2023,06/16/2023,AAI,,39,41.809805615,-87.71099093,POINT (-87.71099092992074 41.80980561459591)
1247082-20230616,2902937,213474,2,"J.M.L. FIRST VENTURE, INC.",CLUB KARLOV,4058 W 47TH ST 1ST FRONT,CHICAGO,IL,60632,14,2,14-2,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1247082,RENEW,,04/15/2023,06/29/2023,N,06/16/2023,06/15/2025,06/29/2023,06/30/2023,AAI,,,41.807951544,-87.725973256,POINT (-87.72597325588606 41.80795154367531)
2492878-20230616,2904715,410551,1,THEMART TOTS LLC,MARSHALL'S LANDING,222 W MERCHANDISE MART PLZ 2 225,CHICAGO,IL,60654,42,14,42-14,18,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2492878,RENEW,,04/15/2023,06/08/2023,N,06/16/2023,06/15/2025,06/08/2023,06/09/2023,AAI,,,41.888074281,-87.634955203,POINT (-87.63495520292739 41.8880742810662)
2641417-20230616,2904994,455192,1,BAR LORRAINE'S INC.,BAR LORRAINE'S,8858 S ASHLAND AVE 1,CHICAGO,IL,60620,18,16,18-16,22,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2641417,RENEW,,04/15/2023,06/08/2023,N,06/16/2023,06/15/2025,06/08/2023,06/09/2023,AAI,,69,41.73227575,-87.663110219,POINT (-87.66311021894916 41.7322757504502)
2137338-20230616,2902464,30403,1,"GORALKA,INC.",STUDIO 51,2522-2524 W 51ST ST  1,CHICAGO,IL,60632,15,17,15-17,9,1050,Public Place of Amusement,743,Provides Onsite Amusement or Entertainment,2137338,RENEW,,04/15/2023,06/07/2023,N,06/16/2023,06/15/2025,06/07/2023,06/07/2023,AAI,,,41.801205449,-87.687752191,POINT (-87.68775219068961 41.80120544865184)
2698758-20230616,2905318,463932,1,SONESTA CHICAGO LLC,ROYAL SONESTA CHICAGO AND HOYT'S AMERICAN TAVERN,71 E WACKER DR 1-39,CHICAGO,IL,60601,42,42,42-42,1,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2698758,RENEW,,04/15/2023,04/17/2023,N,06/16/2023,06/15/2025,04/17/2023,04/18/2023,AAI,,,41.887756523,-87.625518192,POINT (-87.62551819161445 41.88775652273528)
43112-20230616,2902165,16263,1,"CHICAGO SPORTS BAR & GRILL, INC.","CHICAGO SPORTS BAR & GRILL, INC.",4335 W 47TH ST,CHICAGO,IL,60632,14,5,14-5,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,43112,RENEW,,04/15/2023,04/17/2023,N,06/16/2023,06/15/2025,04/17/2023,04/18/2023,AAI,,,41.807649252,-87.732429061,POINT (-87.73242906054888 41.807649252190316)
2583286-20230616,2904920,425240,1,"ON THE FLY HOSPITALITY, LLC",Superkhana International,3059 W DIVERSEY AVE 1,CHICAGO,IL,60647,1,28,1-28,14,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2583286,RENEW,,04/15/2023,06/06/2023,N,06/16/2023,06/15/2025,06/06/2023,06/06/2023,AAI,,,41.931931418,-87.704918373,POINT (-87.70491837300517 41.931931418347624)
2283384-20230616,2902843,202648,3,"LACOCO PIZZA AND PASTA, INC.",LaCoco's Pizza & Wings,3344-3352 W 47TH ST,CHICAGO,IL,60632,12,20,12-20,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,2283384,RENEW,,04/15/2023,05/25/2023,N,06/16/2023,06/15/2025,04/15/2023,04/17/2023,AAI,,,41.80817609,-87.708251604,POINT (-87.70825160442028 41.80817609033046)
2595464-20230616,2903003,245185,2,"75TH STREET ENTERTAINMENT, INC.",CLUB ESCAPE,1530 E 75TH ST,CHICAGO,IL,60619,8,50,8-50,3,1050,Public Place of Amusement,744,Provides Onsite Entertainment or Rentals,2595464,RENEW,,04/15/2023,05/30/2023,N,06/16/2023,06/15/2025,06/09/2023,06/12/2023,AAI,,42,41.758864314,-87.587219247,POINT (-87.58721924748251 41.75886431411593)
22393-20230616,2902456,29508,1,"MICHAEL'S SPORTS LOUNGE, INC.",MICHAEL'S SPORTS LOUNGE,4501 S ARCHER AVE 1,CHICAGO,IL,60632,12,10,12-10,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,22393,RENEW,,04/15/2023,05/18/2023,N,06/16/2023,06/15/2025,05/18/2023,05/31/2023,AAI,,39,41.811598734,-87.708069722,POINT (-87.708069721576 41.81159873397149)
2703528-20230616,2905325,464518,1,THE DOPEST LLC,THE DOPEST BAR & GRILL,2343 W ROOSEVELT RD 1,CHICAGO,IL,60608,28,19,28-19,12,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2703528,RENEW,,04/15/2023,06/01/2023,N,06/16/2023,06/15/2025,06/12/2023,06/13/2023,AAI,,,41.866512075,-87.685361918,POINT (-87.68536191797541 41.8665120745726)
25837-20230616,2902465,30403,1,"GORALKA,INC.",STUDIO 51,2522-2524 W 51ST ST  1,CHICAGO,IL,60632,15,17,15-17,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,25837,RENEW,,04/15/2023,06/07/2023,N,06/16/2023,06/15/2025,06/07/2023,06/07/2023,AAI,,,41.801205449,-87.687752191,POINT (-87.68775219068961 41.80120544865184)
2363810-20230616,2904356,394571,1,"GERAGHTY, LLC",THE GERAGHTY,2520 S HOYNE AVE,CHICAGO,IL,60608,12,20,12-20,10,1050,Public Place of Amusement,746,"Public Place of Amusement, Provides Entertainment, Room Rentals and Charges a Fee",2363810,RENEW,,04/15/2023,05/05/2023,N,06/16/2023,06/15/2025,07/06/2023,07/07/2023,AAI,,,41.846078035,-87.678250096,POINT (-87.67825009589394 41.84607803530318)
1446374-20230616,2903222,270524,1,"West Fifty Fifth St. Tavern, Inc.",WEST FIFTY FIFTH ST.,4201 W 55TH ST,CHICAGO,IL,60632,13,24,13-24,8,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,1446374,RENEW,,04/15/2023,05/01/2023,N,06/16/2023,06/15/2025,05/01/2023,06/08/2023,AAI,,,41.79305036,-87.728121809,POINT (-87.72812180921062 41.793050360110534)
2776306-20230616,2905424,473632,1,Kale My Name LLC,Kale My Name -,3300 W MONTROSE AVE 1,CHICAGO,IL,60618,33,15,33-15,17,1477,Outdoor Patio,784,Sale of Liquor Outdoors on Private Property,2776306,RENEW,,04/15/2023,04/23/2023,N,06/16/2023,05/15/2025,04/23/2023,04/24/2023,AAI,,60,41.961268213,-87.710753043,POINT (-87.71075304347927 41.961268212903974)
8388-20230616,2902424,25858,1,ZAPOTLAN INC,ZAPOTLAN INC,3923- 3925 S KEDZIE AVE 1ST,CHICAGO,IL,60632,12,22,12-22,9,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,8388,RENEW,,04/15/2023,05/30/2023,N,06/16/2023,06/15/2025,05/30/2023,06/13/2023,AAI,,,41.821803331,-87.704363679,POINT (-87.70436367923628 41.821803330750114)
805-20230616,2901879,151,1,"LLOYD'S LOUNGE, INC.","LLOYD'S LOUNGE, INC.",6046 S RACINE AVE 1,CHICAGO,IL,60636,16,26,16-26,7,1470,Tavern,829,Tavern - Consumption of Liquor on Premises,805,RENEW,,04/15/2023,06/09/2023,N,06/16/2023,06/15/2025,06/09/2023,06/09/2023,AAI,,,41.783672737,-87.654752164,POINT (-87.65475216429715 41.78367273729985)
